hash,class_changed,method_changed,statement_changed,total_revision
"Diff(project=ixa-ehu/ixa-pipe-tok, old_sha=00ad3e8ca5e6a414cd4ceea2973e917062e0ebb3, new_sha=aca93b900841d7c81428bf973e93cc08ce6c5b3a, old_path=src/main/java/eus/ixa/ixa/pipe/tok/Normalizer.java, new_path=src/main/java/eus/ixa/ixa/pipe/tok/Normalizer.java, old_lines=[120], new_lines=[159], category=ONE_TO_ONE)",4,2,1,22
"Diff(project=ixa-ehu/ixa-pipe-tok, old_sha=e238f2b990da433a4c031e6ad023d6a05312bed5, new_sha=f96a253f042afab7286e7a62bea9330b5597d8d1, old_path=src/main/java/eus/ixa/ixa/pipe/tok/RuleBasedTokenizer.java, new_path=src/main/java/eus/ixa/ixa/pipe/tok/RuleBasedTokenizer.java, old_lines=[166], new_lines=[160], category=ONE_TO_ONE)",36,12,12,52
"Diff(project=yegor256/takes, old_sha=7f543c586e24eb22ab1e4eae06e7716a86c7c836, new_sha=8960937fc792b7b28b50490a46bbd8ee714a0d2a, old_path=src/main/java/org/takes/facets/hamcrest/HmRsHeader.java, new_path=src/main/java/org/takes/facets/hamcrest/HmRsHeader.java, old_lines=[111], new_lines=[124], category=ONE_TO_ONE)",1,1,1,24
"Diff(project=yegor256/takes, old_sha=bdec6c9601b2e13c16633669525e9dde8958bbf5, new_sha=ec5a55e76082a17f483e9340632ff22806e34936, old_path=src/main/java/org/takes/facets/auth/codecs/CcPlain.java, new_path=src/main/java/org/takes/facets/auth/codecs/CcPlain.java, old_lines=[65], new_lines=[65], category=ONE_TO_ONE)",9,5,5,385
"Diff(project=yegor256/takes, old_sha=b1e3df0e23a53a8b211d1d0576caddde95fdde63, new_sha=8b2d9fc970c60777fa720e93e2c3632a05d7302f, old_path=src/main/java/org/takes/http/MainRemote.java, new_path=src/main/java/org/takes/http/MainRemote.java, old_lines=[91], new_lines=[91], category=ONE_TO_ONE)",30,5,5,228
"Diff(project=yegor256/takes, old_sha=e6fc4cf67614fef972c45bc2ada248085f3375bf, new_sha=3e53d1278d8a882343b877c5d7d2c04966491478, old_path=src/main/java/org/takes/rq/RqMethod.java, new_path=src/main/java/org/takes/rq/RqMethod.java, old_lines=[126], new_lines=[122], category=ONE_TO_ONE)",12,2,2,185
"Diff(project=yegor256/takes, old_sha=17307f33d49778fa92c128cbb2ae45e0273437d0, new_sha=2a5d71f53bfba73a9845b8b506238a12837f32c2, old_path=src/main/java/org/takes/facets/fork/FkParams.java, new_path=src/main/java/org/takes/facets/fork/FkParams.java, old_lines=[143], new_lines=[143], category=ONE_TO_ONE)",17,0,0,402
"Diff(project=agmip/agmip-common-functions, old_sha=d13ea559fe313fd72b82c1585eb88abe3dfb7a9a, new_sha=b2e46e33ca4382337c77ad545d03fd5c6de69093, old_path=src/main/java/org/agmip/functions/ExperimentHelper.java, new_path=src/main/java/org/agmip/functions/ExperimentHelper.java, old_lines=[364], new_lines=[507], category=ONE_TO_ONE)",5,1,1,12
"Diff(project=AlejandroRivera/embedded-rabbitmq, old_sha=fd2c317166f7da5953ac75543feec8704d630f82, new_sha=cea521c1fabbe3eff36ffd963332ef27734f2aee, old_path=src/main/java/io/arivera/oss/embedded/rabbitmq/helpers/ErlangVersionChecker.java, new_path=src/main/java/io/arivera/oss/embedded/rabbitmq/helpers/ErlangVersionChecker.java, old_lines=[90], new_lines=[91], category=ONE_TO_ONE)",2,1,1,13
"Diff(project=NLPchina/ansj_seg, old_sha=b1df7ee91539805fb45241ee0740d52da6a2203a, new_sha=19f72e8d6244b6148e3dd97515f81643a0c0f495, old_path=src/main/java/org/ansj/util/MyStaticValue.java, new_path=src/main/java/org/ansj/util/MyStaticValue.java, old_lines=[83], new_lines=[83], category=ONE_TO_ONE)",18,-1,8,104
"Diff(project=NLPchina/ansj_seg, old_sha=14f2584eebbc0c5d79f9e79f0946d1b059aa0d3d, new_sha=c15aca3689a55fed3b50bc3dd45c871f66dee0f3, old_path=src/main/java/org/ansj/recognition/impl/StopRecognition.java, new_path=src/main/java/org/ansj/recognition/impl/StopRecognition.java, old_lines=[117], new_lines=[117], category=ONE_TO_ONE)",0,0,0,10
"Diff(project=NLPchina/ansj_seg, old_sha=8312604436162b07d2c5d75d9bd68f0035a2badf, new_sha=a9f7dc7279713e0a2da2db0a5aad1e4e3df1a620, old_path=src/main/java/org/ansj/util/MyStaticValue.java, new_path=src/main/java/org/ansj/util/MyStaticValue.java, old_lines=[87], new_lines=[83], category=ONE_TO_ONE)",18,-1,8,104
"Diff(project=basho/riak-java-client, old_sha=f7548dcebdb835f3f2450611016f9119f8fca4ad, new_sha=a7e6030cd0d9ae42207baa120f865d1350daf112, old_path=src/main/java/com/basho/riak/client/util/LinkHeader.java, new_path=src/main/java/com/basho/riak/client/util/LinkHeader.java, old_lines=[58], new_lines=[58], category=ONE_TO_ONE)",5,1,0,103
"Diff(project=basho/riak-java-client, old_sha=f7548dcebdb835f3f2450611016f9119f8fca4ad, new_sha=a7e6030cd0d9ae42207baa120f865d1350daf112, old_path=src/main/java/com/basho/riak/client/util/LinkHeader.java, new_path=src/main/java/com/basho/riak/client/util/LinkHeader.java, old_lines=[65], new_lines=[65], category=ONE_TO_ONE)",5,1,0,103
"Diff(project=basho/riak-java-client, old_sha=bfe6b159fb22fab2b5cecb8f265244bdf920c3f2, new_sha=d95f7b26d3f5151b3619129aab44bf95fa175806, old_path=src/main/java/com/basho/riak/client/util/Multipart.java, new_path=src/main/java/com/basho/riak/client/util/Multipart.java, old_lines=[113], new_lines=[113], category=ONE_TO_ONE)",13,4,4,117
"Diff(project=basho/riak-java-client, old_sha=2b6c3953ddf7162478256dfb1496446059f910c0, new_sha=c2dabee558de2a751e4a35cc91bbe7b5697a1dd7, old_path=src/main/java/com/basho/riak/client/RiakConfig.java, new_path=src/main/java/com/basho/riak/client/RiakConfig.java, old_lines=[71], new_lines=[73], category=ONE_TO_ONE)",4,0,0,60
"Diff(project=alibaba/transmittable-thread-local, old_sha=ceb4ca088a3cea6187395c00092e1e4b995f0e0b, new_sha=40731bf4b54d015dcd2bf8cd3a68b58051c9897b, old_path=src/main/java/com/alibaba/mtc/threadpool/agent/MtContextTransformer.java, new_path=src/main/java/com/alibaba/mtc/threadpool/agent/MtContextTransformer.java, old_lines=[89], new_lines=[88], category=ONE_TO_ONE)",6,3,3,99
"Diff(project=alibaba/transmittable-thread-local, old_sha=ceb4ca088a3cea6187395c00092e1e4b995f0e0b, new_sha=40731bf4b54d015dcd2bf8cd3a68b58051c9897b, old_path=src/main/java/com/alibaba/mtc/threadpool/agent/MtContextTransformer.java, new_path=src/main/java/com/alibaba/mtc/threadpool/agent/MtContextTransformer.java, old_lines=[93], new_lines=[92], category=ONE_TO_ONE)",6,3,3,99
"Diff(project=alibaba/transmittable-thread-local, old_sha=eb330b0ed8f77729db521fb7a659359c60051f0f, new_sha=cafb0616b867fcd2d117264c0e155d4dd6c44bb5, old_path=src/main/java/com/oldratlee/mtc/threadpool/agent/MtContextTransformer.java, new_path=src/main/java/com/oldratlee/mtc/threadpool/agent/MtContextTransformer.java, old_lines=[86], new_lines=[88], category=ONE_TO_ONE)",3,2,2,236
"Diff(project=alibaba/transmittable-thread-local, old_sha=eb330b0ed8f77729db521fb7a659359c60051f0f, new_sha=cafb0616b867fcd2d117264c0e155d4dd6c44bb5, old_path=src/main/java/com/oldratlee/mtc/threadpool/agent/MtContextTransformer.java, new_path=src/main/java/com/oldratlee/mtc/threadpool/agent/MtContextTransformer.java, old_lines=[89], new_lines=[92], category=ONE_TO_ONE)",3,2,2,236
"Diff(project=cucumber-ltd/cucumber-pro-plugin-jvm, old_sha=c07fdc361d9c792c2d9ffe670764c4d80cce2638, new_sha=17869f3868222cdc25c56241ba6abdbb36b2c56d, old_path=src/main/java/io/cucumber/pro/results/HTTPResultsPublisher.java, new_path=src/main/java/io/cucumber/pro/results/HTTPResultsPublisher.java, old_lines=[83], new_lines=[83], category=ONE_TO_ONE)",21,17,17,61
"Diff(project=cucumber-ltd/cucumber-pro-plugin-jvm, old_sha=c07fdc361d9c792c2d9ffe670764c4d80cce2638, new_sha=17869f3868222cdc25c56241ba6abdbb36b2c56d, old_path=src/main/java/io/cucumber/pro/results/HTTPResultsPublisher.java, new_path=src/main/java/io/cucumber/pro/results/HTTPResultsPublisher.java, old_lines=[85], new_lines=[85], category=ONE_TO_ONE)",21,17,17,61
"Diff(project=trustathsh/ifmapj, old_sha=5714006e2ce99136154269476574eba912f04bba, new_sha=9dbefb4c7583d1076d76990fcfada91247cc64dc, old_path=src/main/java/de/hshannover/f4/trust/ifmapj/channel/AbstractChannel.java, new_path=src/main/java/de/hshannover/f4/trust/ifmapj/channel/AbstractChannel.java, old_lines=[433], new_lines=[451], category=ONE_TO_ONE)",11,0,0,41
"Diff(project=trustathsh/ifmapj, old_sha=5714006e2ce99136154269476574eba912f04bba, new_sha=9dbefb4c7583d1076d76990fcfada91247cc64dc, old_path=src/main/java/util/Base64.java, new_path=src/main/java/util/Base64.java, old_lines=[148], new_lines=[152], category=ONE_TO_ONE)",10,0,0,41
"Diff(project=trustathsh/ifmapj, old_sha=5714006e2ce99136154269476574eba912f04bba, new_sha=9dbefb4c7583d1076d76990fcfada91247cc64dc, old_path=src/main/java/util/Base64.java, new_path=src/main/java/util/Base64.java, old_lines=[172], new_lines=[176], category=ONE_TO_ONE)",10,0,0,41
"Diff(project=trustathsh/ifmapj, old_sha=5714006e2ce99136154269476574eba912f04bba, new_sha=9dbefb4c7583d1076d76990fcfada91247cc64dc, old_path=src/main/java/util/Base64.java, new_path=src/main/java/util/Base64.java, old_lines=[218], new_lines=[227], category=ONE_TO_ONE)",10,0,0,41
"Diff(project=trustathsh/ifmapj, old_sha=5714006e2ce99136154269476574eba912f04bba, new_sha=9dbefb4c7583d1076d76990fcfada91247cc64dc, old_path=src/main/java/util/Base64.java, new_path=src/main/java/util/Base64.java, old_lines=[289], new_lines=[304], category=ONE_TO_ONE)",10,0,0,41
"Diff(project=trustathsh/ifmapj, old_sha=5714006e2ce99136154269476574eba912f04bba, new_sha=9dbefb4c7583d1076d76990fcfada91247cc64dc, old_path=src/main/java/util/Base64.java, new_path=src/main/java/util/Base64.java, old_lines=[324], new_lines=[341], category=ONE_TO_ONE)",10,0,0,41
"Diff(project=trustathsh/ifmapj, old_sha=5714006e2ce99136154269476574eba912f04bba, new_sha=9dbefb4c7583d1076d76990fcfada91247cc64dc, old_path=src/main/java/util/Base64.java, new_path=src/main/java/util/Base64.java, old_lines=[348], new_lines=[365], category=ONE_TO_ONE)",10,0,0,41
"Diff(project=trustathsh/ifmapj, old_sha=5714006e2ce99136154269476574eba912f04bba, new_sha=9dbefb4c7583d1076d76990fcfada91247cc64dc, old_path=src/main/java/util/Base64.java, new_path=src/main/java/util/Base64.java, old_lines=[392], new_lines=[413], category=ONE_TO_ONE)",10,0,0,41
"Diff(project=trustathsh/ifmapj, old_sha=5714006e2ce99136154269476574eba912f04bba, new_sha=9dbefb4c7583d1076d76990fcfada91247cc64dc, old_path=src/main/java/util/Base64.java, new_path=src/main/java/util/Base64.java, old_lines=[466], new_lines=[493], category=ONE_TO_ONE)",10,0,0,41
"Diff(project=trustathsh/ifmapj, old_sha=5714006e2ce99136154269476574eba912f04bba, new_sha=9dbefb4c7583d1076d76990fcfada91247cc64dc, old_path=src/main/java/util/Base64.java, new_path=src/main/java/util/Base64.java, old_lines=[534], new_lines=[567], category=ONE_TO_ONE)",10,0,0,41
"Diff(project=OWASP/java-html-sanitizer, old_sha=cda61527bcf87050ade2ce21a4f241ba1ed21af8, new_sha=b8fdc05869190d3a17a98cae952db0ff3c35115d, old_path=src/main/java/org/owasp/html/HtmlElementTables.java, new_path=src/main/java/org/owasp/html/HtmlElementTables.java, old_lines=[534], new_lines=[534], category=ONE_TO_ONE)",11,2,2,68
"Diff(project=couchbase/CouchbaseMock, old_sha=f873764bb9d608862bab9a324dbbdd263b3e716e, new_sha=c2c5293ed25dce234e2c7f7007115d5fbbed1d8f, old_path=src/main/java/org/couchbase/mock/CouchbaseBucket.java, new_path=src/main/java/org/couchbase/mock/CouchbaseBucket.java, old_lines=[44], new_lines=[44], category=ONE_TO_ONE)",8,1,1,196
"Diff(project=couchbase/CouchbaseMock, old_sha=71341874274b778ae74a685f9e16ff957751c063, new_sha=42e2f774fb008249615954f87870985440a20096, old_path=src/main/java/org/couchbase/mock/http/PoolsHandler.java, new_path=src/main/java/org/couchbase/mock/http/PoolsHandler.java, old_lines=[115], new_lines=[115], category=ONE_TO_ONE)",13,8,7,108
"Diff(project=fasseg/exp4j, old_sha=b558b1ad0664fa7ccd83ce9e47e029adda413d26, new_sha=9b52703a481b366f840c4f063f3bc054e92ef306, old_path=src/main/java/de/congrace/exp4j/Tokenizer.java, new_path=src/main/java/de/congrace/exp4j/Tokenizer.java, old_lines=[139], new_lines=[139], category=ONE_TO_ONE)",1,1,1,13
"Diff(project=fasseg/exp4j, old_sha=b558b1ad0664fa7ccd83ce9e47e029adda413d26, new_sha=9b52703a481b366f840c4f063f3bc054e92ef306, old_path=src/main/java/de/congrace/exp4j/Tokenizer.java, new_path=src/main/java/de/congrace/exp4j/Tokenizer.java, old_lines=[142], new_lines=[142], category=ONE_TO_ONE)",1,1,1,13
"Diff(project=fasseg/exp4j, old_sha=b558b1ad0664fa7ccd83ce9e47e029adda413d26, new_sha=9b52703a481b366f840c4f063f3bc054e92ef306, old_path=src/main/java/de/congrace/exp4j/Tokenizer.java, new_path=src/main/java/de/congrace/exp4j/Tokenizer.java, old_lines=[145], new_lines=[145], category=ONE_TO_ONE)",1,1,1,13
"Diff(project=fasseg/exp4j, old_sha=b558b1ad0664fa7ccd83ce9e47e029adda413d26, new_sha=9b52703a481b366f840c4f063f3bc054e92ef306, old_path=src/main/java/de/congrace/exp4j/Tokenizer.java, new_path=src/main/java/de/congrace/exp4j/Tokenizer.java, old_lines=[148], new_lines=[148], category=ONE_TO_ONE)",1,1,1,13
"Diff(project=fasseg/exp4j, old_sha=b558b1ad0664fa7ccd83ce9e47e029adda413d26, new_sha=9b52703a481b366f840c4f063f3bc054e92ef306, old_path=src/main/java/de/congrace/exp4j/Tokenizer.java, new_path=src/main/java/de/congrace/exp4j/Tokenizer.java, old_lines=[151], new_lines=[151], category=ONE_TO_ONE)",1,1,1,13
"Diff(project=zeromq/jeromq, old_sha=ecccb554137a520cc45a5385c1709d396e256833, new_sha=f23955edb7e7e3150839206fef06f7d548060112, old_path=src/main/java/zmq/LB.java, new_path=src/main/java/zmq/LB.java, old_lines=[61], new_lines=[43], category=ONE_TO_ONE)",11,3,2,73
"Diff(project=zeromq/jeromq, old_sha=ecccb554137a520cc45a5385c1709d396e256833, new_sha=f23955edb7e7e3150839206fef06f7d548060112, old_path=src/main/java/zmq/PollItem.java, new_path=src/main/java/zmq/PollItem.java, old_lines=[56], new_lines=[41], category=ONE_TO_ONE)",0,0,0,14
"Diff(project=zeromq/jeromq, old_sha=ecccb554137a520cc45a5385c1709d396e256833, new_sha=f23955edb7e7e3150839206fef06f7d548060112, old_path=src/main/java/zmq/ZMQ.java, new_path=src/main/java/zmq/ZMQ.java, old_lines=[404], new_lines=[413], category=ONE_TO_ONE)",10,3,2,31
"Diff(project=zeromq/jeromq, old_sha=c6766c88b43d486fa19191d0e5f7128457508714, new_sha=20108a195a8adf66c9abfc1de603927739bcf948, old_path=src/main/java/org/jeromq/ZLog.java, new_path=src/main/java/org/jeromq/ZLog.java, old_lines=[100], new_lines=[107], category=ONE_TO_ONE)",3,0,0,14
"Diff(project=arturmkrtchyan/iban4j, old_sha=c810526c0b7620f769dfb7696d928d7182921ee5, new_sha=c14668ad2a46072daa018990f61c98adc56910f6, old_path=src/main/java/org/iban4j/IbanUtil.java, new_path=src/main/java/org/iban4j/IbanUtil.java, old_lines=[125], new_lines=[133], category=ONE_TO_ONE)",35,8,8,83
"Diff(project=arturmkrtchyan/iban4j, old_sha=15ee4685251fc10c2c994fb26930ca54485a116d, new_sha=bb20db66e8dc1cd0ac3b009ad2f9c4906d460492, old_path=src/main/java/org/iban4j/IbanUtil.java, new_path=src/main/java/org/iban4j/IbanUtil.java, old_lines=[103], new_lines=[116], category=ONE_TO_ONE)",35,8,8,83
"Diff(project=devnied/Bit-lib4j, old_sha=21fdf5f01521a13e6923f0f7740fb8e2a158b5be, new_sha=d0c1eff1da901a9022536240347ba7b4bf2e5106, old_path=src/main/java/fr/devnied/bitlib/BitUtils.java, new_path=src/main/java/fr/devnied/bitlib/BitUtils.java, old_lines=[287], new_lines=[283], category=ONE_TO_ONE)",2,2,1,3
"Diff(project=devnied/Bit-lib4j, old_sha=ca3a519817cc442cea96aa3f3f3f330df612d9b2, new_sha=1819b65c9c8d2a5758961fc43da4fd2c4ad1e89f, old_path=src/main/java/fr/devnied/bitlib/BitUtils.java, new_path=src/main/java/fr/devnied/bitlib/BitUtils.java, old_lines=[153], new_lines=[153], category=ONE_TO_ONE)",12,2,1,19
"Diff(project=devnied/Bit-lib4j, old_sha=ca3a519817cc442cea96aa3f3f3f330df612d9b2, new_sha=1819b65c9c8d2a5758961fc43da4fd2c4ad1e89f, old_path=src/main/java/fr/devnied/bitlib/BitUtils.java, new_path=src/main/java/fr/devnied/bitlib/BitUtils.java, old_lines=[155], new_lines=[155], category=ONE_TO_ONE)",12,2,1,19
"Diff(project=devnied/Bit-lib4j, old_sha=ca3a519817cc442cea96aa3f3f3f330df612d9b2, new_sha=1819b65c9c8d2a5758961fc43da4fd2c4ad1e89f, old_path=src/main/java/fr/devnied/bitlib/BitUtils.java, new_path=src/main/java/fr/devnied/bitlib/BitUtils.java, old_lines=[226], new_lines=[226], category=ONE_TO_ONE)",7,0,0,14
"Diff(project=devnied/Bit-lib4j, old_sha=ca3a519817cc442cea96aa3f3f3f330df612d9b2, new_sha=1819b65c9c8d2a5758961fc43da4fd2c4ad1e89f, old_path=src/main/java/fr/devnied/bitlib/BitUtils.java, new_path=src/main/java/fr/devnied/bitlib/BitUtils.java, old_lines=[229], new_lines=[229], category=ONE_TO_ONE)",7,0,0,14
"Diff(project=devnied/Bit-lib4j, old_sha=ca3a519817cc442cea96aa3f3f3f330df612d9b2, new_sha=1819b65c9c8d2a5758961fc43da4fd2c4ad1e89f, old_path=src/main/java/fr/devnied/bitlib/BitUtils.java, new_path=src/main/java/fr/devnied/bitlib/BitUtils.java, old_lines=[231], new_lines=[231], category=ONE_TO_ONE)",7,0,0,14
"Diff(project=devnied/Bit-lib4j, old_sha=ca3a519817cc442cea96aa3f3f3f330df612d9b2, new_sha=1819b65c9c8d2a5758961fc43da4fd2c4ad1e89f, old_path=src/main/java/fr/devnied/bitlib/BitUtils.java, new_path=src/main/java/fr/devnied/bitlib/BitUtils.java, old_lines=[325], new_lines=[344], category=ONE_TO_ONE)",12,3,1,19
"Diff(project=devnied/Bit-lib4j, old_sha=ca3a519817cc442cea96aa3f3f3f330df612d9b2, new_sha=1819b65c9c8d2a5758961fc43da4fd2c4ad1e89f, old_path=src/main/java/fr/devnied/bitlib/BitUtils.java, new_path=src/main/java/fr/devnied/bitlib/BitUtils.java, old_lines=[327], new_lines=[346], category=ONE_TO_ONE)",12,3,1,19
"Diff(project=devnied/Bit-lib4j, old_sha=ca3a519817cc442cea96aa3f3f3f330df612d9b2, new_sha=1819b65c9c8d2a5758961fc43da4fd2c4ad1e89f, old_path=src/main/java/fr/devnied/bitlib/BitUtils.java, new_path=src/main/java/fr/devnied/bitlib/BitUtils.java, old_lines=[384], new_lines=[409], category=ONE_TO_ONE)",12,3,2,19
"Diff(project=codelibs/jcifs, old_sha=6177f91957e25642a2cb61d9d180939cef0d0839, new_sha=29c1abbb230a2c0a0b36414f29c011df91e4437f, old_path=src/main/java/jcifs/smb1/dcerpc/DcerpcPipeHandle.java, new_path=src/main/java/jcifs/smb1/dcerpc/DcerpcPipeHandle.java, old_lines=[41], new_lines=[41], category=ONE_TO_ONE)",1,1,1,8
"Diff(project=codelibs/jcifs, old_sha=6177f91957e25642a2cb61d9d180939cef0d0839, new_sha=29c1abbb230a2c0a0b36414f29c011df91e4437f, old_path=src/main/java/jcifs/smb1/netbios/Lmhosts.java, new_path=src/main/java/jcifs/smb1/netbios/Lmhosts.java, old_lines=[94], new_lines=[94], category=ONE_TO_ONE)",1,1,1,8
"Diff(project=Asana/java-asana, old_sha=582f27f5d0f39252805eb8eb9a38edc4863aac47, new_sha=63beb1e9f554e0d1a3e39519b9ae0bde0cffde90, old_path=src/main/java/com/asana/resources/gen/TeamsBase.java, new_path=src/main/java/com/asana/resources/gen/TeamsBase.java, old_lines=[56], new_lines=[68], category=ONE_TO_ONE)",0,0,0,2
"Diff(project=Asana/java-asana, old_sha=582f27f5d0f39252805eb8eb9a38edc4863aac47, new_sha=63beb1e9f554e0d1a3e39519b9ae0bde0cffde90, old_path=src/main/java/com/asana/resources/gen/TagsBase.java, new_path=src/main/java/com/asana/resources/gen/TagsBase.java, old_lines=[72], new_lines=[70], category=ONE_TO_ONE)",1,0,0,2
"Diff(project=Asana/java-asana, old_sha=63beb1e9f554e0d1a3e39519b9ae0bde0cffde90, new_sha=d2d2035cca3732bbdd285fad809dab8945e18f66, old_path=src/main/java/com/asana/resources/gen/TasksBase.java, new_path=src/main/java/com/asana/resources/gen/TasksBase.java, old_lines=[118], new_lines=[131], category=ONE_TO_ONE)",7,1,1,11
"Diff(project=networknt/json-schema-validator, old_sha=b9fbd9162cc8a5d0a755c02ebd370c98d37064a3, new_sha=64f63674af346905e7c7a162bebc20983b2bbbf2, old_path=src/main/java/com/networknt/schema/RefValidator.java, new_path=src/main/java/com/networknt/schema/RefValidator.java, old_lines=[54], new_lines=[53], category=ONE_TO_ONE)",25,8,8,282
"Diff(project=rynr/launchpad, old_sha=02b4f68a440a7e630118e3efdf64370bc04b83dc, new_sha=92c655be5653e0c1534eb0ae6394821b0a557f4c, old_path=src/main/java/org/rjung/util/launchpad/MidiCommand.java, new_path=src/main/java/org/rjung/util/launchpad/MidiCommand.java, old_lines=[72], new_lines=[72], category=ONE_TO_ONE)",8,2,1,14
"Diff(project=hsiafan/apk-parser, old_sha=fdf980a27dc2f2a8162ce061dc3e1f6737d63d92, new_sha=666cc6474f682391858c6b2a4324a63d22b79a93, old_path=src/main/java/net/dongliu/apk/parser/utils/ParseUtils.java, new_path=src/main/java/net/dongliu/apk/parser/utils/ParseUtils.java, old_lines=[68], new_lines=[68], category=ONE_TO_ONE)",0,0,0,12
"Diff(project=hsiafan/apk-parser, old_sha=fdf980a27dc2f2a8162ce061dc3e1f6737d63d92, new_sha=666cc6474f682391858c6b2a4324a63d22b79a93, old_path=src/main/java/net/dongliu/apk/parser/utils/ParseUtils.java, new_path=src/main/java/net/dongliu/apk/parser/utils/ParseUtils.java, old_lines=[84], new_lines=[84], category=ONE_TO_ONE)",0,0,0,12
"Diff(project=couchbase/couchbase-jvm-core, old_sha=2c97e897faaaa12400469f224bc281ecd9a4c1ab, new_sha=947764957134458c6419291179b1439b29da378a, old_path=src/main/java/com/couchbase/client/core/time/ExponentialDelay.java, new_path=src/main/java/com/couchbase/client/core/time/ExponentialDelay.java, old_lines=[53], new_lines=[73], category=ONE_TO_ONE)",6,3,3,532
